data,price
2017-02-14,269.85 
2017-02-15,269.30 
2017-02-16,273.15 
2017-02-17,273.15 
2017-02-20,275.30 
2017-02-21,271.00 
2017-02-22,271.00 
2017-02-23,271.00 
2017-02-24,279.60 
2017-02-27,279.60 
2017-02-28,279.60 
2017-03-01,279.60 
2017-03-02,279.60 
2017-03-03,279.60 
2017-03-06,279.60 
2017-03-07,279.60 
2017-03-08,279.60 
2017-03-09,279.60 
2017-03-10,279.60 
2017-03-13,279.60 
2017-03-14,279.60 
2017-03-15,279.60 
2017-03-16,270.65 
2017-03-17,275.35 
2017-03-20,276.05 
2017-03-21,276.30 
2017-03-22,276.75 
2017-03-23,277.65 
2017-03-24,277.25 
2017-03-27,277.45 
2017-03-28,280.80 
2017-03-29,279.30 
2017-03-30,278.95 
2017-03-31,279.15 
2017-04-05,279.15 
2017-04-06,279.15 
2017-04-07,279.15 
2017-04-10,279.15 
2017-04-11,279.15 
2017-04-12,279.15 
2017-04-13,279.15 
2017-04-14,279.15 
2017-04-17,279.15 
2017-04-18,286.35 
2017-04-19,286.40 
2017-04-20,285.85 
2017-04-21,285.15 
2017-04-24,286.00 
2017-04-25,285.60 
2017-04-26,279.20 
2017-04-27,282.10 
2017-04-28,282.50 
2017-05-02,282.25 
2017-05-03,282.25 
2017-05-04,282.25 
2017-05-05,282.25 
